PomBase:SPAC3F10.09
PomBase:SPAC11D3.09
PomBase:SPBC8E4.03
PomBase:SPBC582.08
PomBase:SPCC965.08c
PomBase:SPBC359.02
PomBase:SPBC1773.06c
PomBase:SPCC13B11.01
PomBase:SPAC5H10.06c
PomBase:SPAC922.07c
PomBase:SPAC9E9.09c
PomBase:SPBC21C3.15c
PomBase:SPBC8E4.04
PomBase:SPAC977.14c
PomBase:SPBC215.11c
PomBase:SPAC1F7.12
PomBase:SPAC1250.04c
PomBase:SPAC1F7.09c
PomBase:SPAC23A1.04c
PomBase:SPAC959.02
PomBase:SPAC5H10.11
PomBase:SPAC5H10.13c
PomBase:SPAC22E12.06c
PomBase:SPBC1289.13c
PomBase:SPCC777.07
PomBase:SPBC1773.08c
PomBase:SPAC959.04c
PomBase:SPAC5H10.12c
PomBase:SPBC4C3.08
PomBase:SPBC4C3.09
PomBase:SPAC3C7.05c
PomBase:SPAC15A10.08
PomBase:SPAC17C9.02c
PomBase:SPCC11E10.09c
PomBase:SPAC27E2.01
PomBase:SPAC23D3.14c
PomBase:SPBC16A3.13
PomBase:SPAC25H1.09
PomBase:SPAC869.07c
PomBase:SPAC30D11.01c
PomBase:SPAC1039.11c
PomBase:SPCC576.01c
PomBase:SPAC12B10.16c
PomBase:SPBC660.07
PomBase:SPAC22F8.05
PomBase:SPACUNK4.16c
PomBase:SPAC328.03
PomBase:SPAC959.06c
PomBase:SPAPB24D3.06c
PomBase:SPAC4D7.08c
PomBase:SPCC794.03
PomBase:SPBPB2B2.01
PomBase:SPBC359.01
PomBase:SPCPB1C11.02
PomBase:SPCC584.13
PomBase:SPCC74.04
PomBase:SPBC460.01c
PomBase:SPAC1039.01
PomBase:SPAC11D3.08c
PomBase:SPAPB24D3.02c
PomBase:SPBC15C4.04c
PomBase:SPCC777.04
PomBase:SPAC1039.09
PomBase:SPBC19F8.06c
PomBase:SPAP7G5.04c
PomBase:SPAC11D3.03c
PomBase:SPBC1773.03c
PomBase:SPAC1039.07c
PomBase:SPAC27F1.05c
PomBase:SPCC162.02c
PomBase:SPBP23A10.04
PomBase:SPBC106.09
PomBase:SPBC83.04
PomBase:SPAC959.09c
PomBase:SPAC19G12.01c
PomBase:SPBC1A4.01
PomBase:SPAC27D7.05c
PomBase:SPBC28E12.01c
PomBase:SPAC23C11.12
PomBase:SPAC17C9.01c
PomBase:SPAC6F12.14
PomBase:SPAC6F12.15c
PomBase:SPAC343.03
PomBase:SPCC4B3.15
PomBase:SPAC105.02c
PomBase:SPCP1E11.10
PomBase:SPBC691.05c
PomBase:SPCC1442.09
PomBase:SPBC1539.09c
PomBase:SPBC21B10.08c
PomBase:SPAPB1A10.09
PomBase:SPCC622.17
PomBase:SPBC947.02
PomBase:SPCP1E11.06
PomBase:SPBP16F5.07
PomBase:SPAP27G11.06c
PomBase:SPBC691.03c
PomBase:SPBC2G2.06c
PomBase:SPAC31A2.09c
PomBase:SPBC685.04c
PomBase:SPAC144.06
PomBase:SPAC23H3.06
PomBase:SPBC651.11c
PomBase:SPAC30D11.05
PomBase:SPBC3D6.10
PomBase:SPBC1652.02
PomBase:SPCC18.09c
PomBase:SPAC22E12.17c
PomBase:SPBC21D10.05c
PomBase:SPAC3G9.05
PomBase:SPBC211.03c
PomBase:SPAC4D7.01c
PomBase:SPAC30.01c
PomBase:SPAC19A8.01c
PomBase:SPAC26F1.01
PomBase:SPAC6G9.04
PomBase:SPAC11E3.11c
PomBase:SPBC776.06c
PomBase:SPAC3H1.07
PomBase:SPBP26C9.02c
PomBase:SPAC3C7.07c
PomBase:SPBC215.08c
PomBase:SPBC56F2.09c
PomBase:SPBC1539.03c
PomBase:SPBC1773.14
PomBase:SPBC428.05c
PomBase:SPCC736.11
PomBase:SPAC13G7.07
PomBase:SPAC140.03
PomBase:SPBC557.04
PomBase:SPBC6B1.02
PomBase:SPCP1E11.02
PomBase:SPCC584.14
PomBase:SPBC1703.03c
PomBase:SPCC16C4.02c
PomBase:SPBC20F10.03
PomBase:SPBC31F10.10c
PomBase:SPCC569.07
PomBase:SPAC56E4.03
PomBase:SPBC1773.13
PomBase:SPBC1709.16c
PomBase:SPAC11H11.06
PomBase:SPAC630.03
PomBase:SPBC1778.08c
PomBase:SPAC6F6.10c
PomBase:SPAC6G9.07c
PomBase:SPAC17G8.04c
PomBase:SPBC14C8.06
PomBase:SPCP1E11.03
PomBase:SPBC2D10.04
PomBase:SPBC839.02
PomBase:SPCC584.15c
PomBase:SPBC18H10.20c
PomBase:SPAC1F12.05
PomBase:SPBC19G7.08c
PomBase:SPAC31A2.12
PomBase:SPBC557.05
PomBase:SPAPB1A10.15
PomBase:SPBPB10D8.02c
PomBase:SPBC13G1.08c
PomBase:SPBC4F6.11c
PomBase:SPBC119.10
PomBase:SPBC19F5.04
PomBase:SPCC1827.06c
PomBase:SPAC26A3.01
PomBase:SPCC1795.09
PomBase:SPAC4F10.02
PomBase:SPBC1711.07
PomBase:SPBC16D10.01c
PomBase:SPBC1604.17c
PomBase:SPCC622.13c
PomBase:SPAC1006.02
PomBase:SPAPB8E5.09
PomBase:SPBC83.08
PomBase:SPBC21B10.03c
PomBase:SPAC227.04
PomBase:SPAC19B12.08
PomBase:SPAC6B12.08
PomBase:SPCC23B6.03c
PomBase:SPCC645.10
PomBase:SPBC1703.07
PomBase:SPAC25G10.05c
PomBase:SPAC22A12.16
PomBase:SPAC20H4.04
PomBase:SPAC9.05
PomBase:SPAC6G9.10c
PomBase:SPAC17A2.12
PomBase:SPAC13G6.01c
PomBase:SPAC3G6.11
PomBase:SPAC4H3.05
PomBase:SPAC20G8.01
PomBase:SPAC22F3.03c
PomBase:SPAC11H11.03c
PomBase:SPBC19C2.01
PomBase:SPBC29A10.10c
PomBase:SPAC31A2.07c
PomBase:SPBP8B7.16c
PomBase:SPBC17D1.06
PomBase:SPCC285.03
PomBase:SPBC21H7.04
PomBase:SPBC543.06c
PomBase:SPCC1494.06c
PomBase:SPAC30D11.03
PomBase:SPAPB1A10.06c
PomBase:SPAC1F7.02c
PomBase:SPAC1093.05
PomBase:SPBC4F6.07c
PomBase:SPAC2G11.11c
PomBase:SPCC10H11.01
PomBase:SPBC1711.17
PomBase:SPAC10F6.02c
PomBase:SPBC16H5.10c
PomBase:SPAC22F3.08c
PomBase:SPAC823.08c
PomBase:SPBC13G1.10c
PomBase:SPBC24C6.02
PomBase:SPBC776.09
PomBase:SPCC895.09c
PomBase:SPAC16C9.06c
PomBase:SPBC15C4.05
PomBase:SPBP22H7.05c
PomBase:SPCC825.01
PomBase:SPBC216.05
PomBase:SPAC9E9.08
PomBase:SPCC320.13c
PomBase:SPAC20G8.10c
PomBase:SPAC25H1.03
PomBase:SPBC31E1.01c
PomBase:SPAC23C4.16c
PomBase:SPBC15D4.07c
PomBase:SPAC4F10.07c
PomBase:SPAC25A8.02
PomBase:SPBC405.05
PomBase:SPBC1711.11
PomBase:SPBC3B9.06c
PomBase:SPBC4B4.10c
PomBase:SPBP8B7.24c
PomBase:SPAC1D4.03c
PomBase:SPAC10F6.11c
PomBase:SPAC7D4.04
PomBase:SPCC16A11.08
PomBase:SPAC6F6.12
PomBase:SPAC1783.06c
PomBase:SPAC589.07c
PomBase:SPAC823.16c
PomBase:SPAC458.06
PomBase:SPCC63.08c
PomBase:SPAC1687.09
PomBase:SPAC5D6.04
PomBase:SPBC16G5.11c
PomBase:SPBC530.03c
PomBase:SPBC21D10.12
PomBase:SPBC725.09c
PomBase:SPBC19C2.10
PomBase:SPCC1919.11
PomBase:SPBC18E5.07
PomBase:SPAC607.09c
PomBase:SPCC576.04
PomBase:SPAC652.01
PomBase:SPAC9E9.04
PomBase:SPBC28E12.06c
PomBase:SPAC631.02
PomBase:SPBC30D10.17c
PomBase:SPCC550.10
PomBase:SPCPB16A4.03c
PomBase:SPBC1861.05
PomBase:SPAC23H4.10c
PomBase:SPBC2A9.10
PomBase:SPCC1235.02
PomBase:SPBC30D10.07c
PomBase:SPBC651.02
PomBase:SPCC4G3.02
PomBase:SPBC1289.04c
PomBase:SPBC725.12
PomBase:SPAC6G9.13c
PomBase:SPAC1002.06c
PomBase:SPCC594.07c
PomBase:SPBC19C7.10
PomBase:SPBC8D2.13
PomBase:SPAP27G11.13c
PomBase:SPBC20F10.01
PomBase:SPAC1782.10c
PomBase:SPBC428.02c
PomBase:SPBC342.05
PomBase:SPBC3H7.14
PomBase:SPBC582.05c
PomBase:SPACUNK4.14
PomBase:SPAC23C4.18c
PomBase:SPAC4F8.04
PomBase:SPAC926.08c
PomBase:SPAC17G6.05c
PomBase:SPBC21D10.10
PomBase:SPAC22A12.14c
PomBase:SPAC13D6.04c
PomBase:SPCC330.11
PomBase:SPBC25B2.06c
PomBase:SPBC3D6.02
PomBase:SPAC27D7.09c
PomBase:SPAC27D7.11c
PomBase:SPBC13G1.09
PomBase:SPBC2G2.08
PomBase:SPBC16G5.18
PomBase:SPAC19A8.04
PomBase:SPAC20G4.07c
PomBase:SPAC630.08c
PomBase:SPAC1687.16c
PomBase:SPBC27B12.03c
PomBase:SPAC20G8.07c
PomBase:SPCC4G3.04c
PomBase:SPBC839.16
PomBase:SPBC21C3.20c
PomBase:SPAC29A4.19c
PomBase:SPAC1687.02
PomBase:SPBC2F12.12c
PomBase:SPAC2G11.09
PomBase:SPAC24H6.13
PomBase:SPAC25H1.05
PomBase:SPAPB2B4.04c
PomBase:SPCC1919.01
PomBase:SPCC297.03
PomBase:SPACUNK12.02c
PomBase:SPBC337.04
PomBase:SPAC3A12.14
PomBase:SPAC3C7.11c
PomBase:SPCC364.01
PomBase:SPBP4H10.19c
PomBase:SPBC106.10
PomBase:SPAC8C9.03
PomBase:SPAC31G5.11
PomBase:SPAC22G7.06c
PomBase:SPBP8B7.05c
PomBase:SPCC417.12
PomBase:SPAC11D3.18c
PomBase:SPAC1039.04
PomBase:SPBC1683.12
PomBase:SPAC1002.16c
PomBase:SPBC17D11.03c
PomBase:SPAC22A12.08c
PomBase:SPBP35G2.11c
PomBase:SPCC364.04c
PomBase:SPCC757.07c
PomBase:SPBC530.09c
PomBase:SPBC1604.06c
PomBase:SPAC24C9.05c
PomBase:SPBC16E9.01c
PomBase:SPBC725.11c
PomBase:SPAC23C11.08
PomBase:SPBC3B8.02
PomBase:SPAC589.03c
PomBase:SPCC31H12.08c
PomBase:SPAC20G4.01
PomBase:SPCC18.06c
PomBase:SPCC4G3.15c
PomBase:SPAC1B3.05
PomBase:SPAC29B12.06c
PomBase:SPAC20G8.06
PomBase:SPAC23H4.16c
PomBase:SPAC16C9.04c
PomBase:SPBC9B6.11c
PomBase:SPBC839.07
PomBase:SPAC22H10.07
PomBase:SPCC1827.04
PomBase:SPBC32F12.09
PomBase:SPAC1D4.08
PomBase:SPBP18G5.02
PomBase:SPCC1442.12
PomBase:SPAC14C4.03
PomBase:SPAC821.03c
PomBase:SPCC1223.06
PomBase:SPAC6G10.02c
PomBase:SPAC6F6.06c
PomBase:SPAC821.09
PomBase:SPAP11E10.02c
PomBase:SPBC21D10.06c
PomBase:SPBC146.10
PomBase:SPBC1348.08c
PomBase:SPAPB2C8.01
PomBase:SPAPB15E9.01c
PomBase:SPBC947.04
PomBase:SPCC188.09c
PomBase:SPBC1289.15
PomBase:SPAC977.07c
PomBase:SPBC359.04c
PomBase:SPAC1F8.06
PomBase:SPAC186.01
PomBase:SPCC1742.01
PomBase:SPCC1223.12c
PomBase:SPAC19B12.03
PomBase:SPAC19B12.02c
PomBase:SPBC29A10.08
PomBase:SPAC11E3.13c
PomBase:SPCC1281.01
PomBase:SPAC1527.01
PomBase:SPBC16D10.05
PomBase:SPCC757.12
PomBase:SPCC63.02c
PomBase:SPAC23D3.10c
PomBase:SPCC1840.02c
PomBase:SPCC18.01c
PomBase:SPAC1002.13c
PomBase:SPBC2G2.17c
PomBase:SPBC2D10.05
PomBase:SPBC1105.05
PomBase:SPAC26H5.08c
PomBase:SPAC14C4.09
PomBase:SPAC12B10.11
PomBase:SPAC13G6.10c
PomBase:SPAC1F8.02c
PomBase:SPBC1347.02
PomBase:SPAC1783.05
PomBase:SPBC577.15c
PomBase:SPAPB1A10.02
PomBase:SPBC36B7.08c
PomBase:SPAC9E9.10c
PomBase:SPBC14F5.12c
PomBase:SPBC1105.04c
PomBase:SPBC1861.01c
PomBase:SPBP8B7.12c
PomBase:SPAC1687.20c
PomBase:SPBC18E5.03c
PomBase:SPAC4F10.12
PomBase:SPBP22H7.09c
PomBase:SPAC25B8.14
PomBase:SPAC1783.03
PomBase:SPCC1235.07
PomBase:SPBC2D10.16
PomBase:SPBC800.13
PomBase:SPBC21.01
PomBase:SPAC29B12.13
PomBase:SPAC17G8.15
PomBase:SPCC576.12c
PomBase:SPAC26A3.10
PomBase:SPBC17G9.08c
PomBase:SPAC23H4.11c
PomBase:SPBC776.16
PomBase:SPBC1105.17
PomBase:SPAC15A10.15
PomBase:SPBC29A3.06
PomBase:SPAC18G6.01c
PomBase:SPBC1711.08
PomBase:SPCC645.14c
PomBase:SPAC26F1.12c
PomBase:SPBC12D12.03
PomBase:SPAC1D4.04
PomBase:SPBC106.06
PomBase:SPAC1420.02c
PomBase:SPBC25H2.12c
PomBase:SPBC1A4.08c
PomBase:SPBC337.05c
PomBase:SPBC646.11
PomBase:SPAC3G6.01
PomBase:SPAC20G4.04c
PomBase:SPAC1952.07
PomBase:SPAC664.07c
PomBase:SPAC19G12.03
PomBase:SPBC1709.01
PomBase:SPAC13G6.12c
PomBase:SPAPB1E7.04c
PomBase:SPCC1259.13
PomBase:SPCC1682.11c
PomBase:SPCC1827.02c
PomBase:SPAC13G7.12c
PomBase:SPAC16E8.04c
PomBase:SPCC1223.14
PomBase:SPAP14E8.02
PomBase:SPBC21C3.14c
PomBase:SPAC1B3.17
PomBase:SPBC336.15
PomBase:SPBC337.10c
PomBase:SPAC637.08
PomBase:SPAC806.02c
PomBase:SPCC191.08
PomBase:SPCC1450.10c
PomBase:SPCC1450.06c
PomBase:SPBC26H8.06
PomBase:SPAC1296.06
PomBase:SPAC144.16
PomBase:SPAC1071.02
PomBase:SPBP23A10.11c
PomBase:SPAC4D7.04c
PomBase:SPAC6C3.04
PomBase:SPAC1851.03
PomBase:SPBC2G5.02c
PomBase:SPAC3G9.12
PomBase:SPAC694.06c
PomBase:SPBPB2B2.05
PomBase:SPAC13C5.04
PomBase:SPAC513.05
PomBase:SPAC688.11
PomBase:SPAC19A8.11c
PomBase:SPAC26A3.05
PomBase:SPBC9B6.08
PomBase:SPBC887.02
PomBase:SPBC1734.10c
PomBase:SPAC3H5.13
PomBase:SPAC3C7.12
PomBase:SPAC3G9.01
PomBase:SPAC29B12.08
PomBase:SPCC1682.13
PomBase:SPAC16C9.05
PomBase:SPAC2F7.07c
PomBase:SPAC5D6.02c
PomBase:SPCC24B10.19c
PomBase:SPBC12C2.10c
PomBase:SPAC23C11.15
PomBase:SPAC25B8.02
PomBase:SPAC14C4.12c
PomBase:SPBP8B7.28c
PomBase:SPCC970.07c
PomBase:SPCC11E10.08
PomBase:SPCC613.12c
PomBase:SPBC530.06c
PomBase:SPCC4G3.16
PomBase:SPBPJ4664.04
PomBase:SPBC146.14c
PomBase:SPBC16C6.13c
PomBase:SPCC285.08
PomBase:SPBC24C6.05
PomBase:SPAC57A7.10c
PomBase:SPCC576.07
PomBase:SPCC1393.13
PomBase:SPAC806.04c
PomBase:SPAC6G9.05
PomBase:SPAC30C2.04
PomBase:SPAC17H9.11
PomBase:SPAPJ760.02c
PomBase:SPAC31A2.05c
PomBase:SPAC1687.18c
PomBase:SPBC428.17c
PomBase:SPAC22F8.08
PomBase:SPCP1E11.07c
PomBase:SPAC30D11.09
PomBase:SPCC4B3.14
PomBase:SPAC4A8.09c
PomBase:SPBC146.05c
PomBase:SPCC1620.10
PomBase:SPAC22G7.11c
PomBase:SPAC11D3.01c
PomBase:SPAC869.09
PomBase:SPBC776.13
PomBase:SPCC306.03c
PomBase:SPCC188.03
PomBase:SPBP4H10.06c
PomBase:SPBC146.03c
PomBase:SPAP7G5.03
PomBase:SPAC23G3.05c
PomBase:SPAC6B12.14c
PomBase:SPCC320.06
PomBase:SPAC19G12.16c
PomBase:SPCC1322.10
PomBase:SPCC553.10
PomBase:SPBC1E8.05
PomBase:SPBC11C11.05
PomBase:SPAC23H3.04
PomBase:SPAC1952.10c
PomBase:SPAC4F10.17
PomBase:SPCC297.06c
PomBase:SPBC31F10.05
PomBase:SPAC1782.02c
PomBase:SPBP23A10.17
PomBase:SPAC1952.04c
PomBase:SPBPB2B2.08
PomBase:SPBC21D10.08c
PomBase:SPBC21B10.02
PomBase:SPAC222.17
PomBase:SPAC13G7.09c
PomBase:SPAPB1A10.08
PomBase:SPAC2C4.08
PomBase:SPBPB2B2.18
PomBase:SPAC977.18
PomBase:SPAC12G12.07c
PomBase:SPAC607.02c
PomBase:SPAC4D7.14
PomBase:SPBC1604.03c
PomBase:SPCC645.11c
PomBase:SPAC17A5.10
PomBase:SPAC144.07c
PomBase:SPAC57A10.07
PomBase:SPAPB17E12.09
PomBase:SPAC4A8.02c
PomBase:SPAC4H3.14c
PomBase:SPBP8B7.02
PomBase:SPBC83.18c
PomBase:SPAC1687.13c
PomBase:SPAC1952.12c
PomBase:SPBC215.03c
PomBase:SPAPB17E12.04c
PomBase:SPAC222.16c
PomBase:SPAC22A12.03c
PomBase:SPAC6F12.04
PomBase:SPCC970.06
PomBase:SPCC31H12.07
PomBase:SPBC776.04
PomBase:SPBC16E9.09c
PomBase:SPCC1795.10c
PomBase:SPCC24B10.17
PomBase:SPAC17A5.08
PomBase:SPAC23H4.03c
PomBase:SPBC2G5.04c
PomBase:SPAC24B11.08c
PomBase:SPBC25H2.06c
PomBase:SPBC8D2.20c
PomBase:SPBC4.03c
PomBase:SPAC2E1P3.04
PomBase:SPBC1289.16c
PomBase:SPBC1709.10c
PomBase:SPCC4B3.20
PomBase:SPBC21D10.07
PomBase:SPAC222.11
PomBase:SPBC27B12.12c
PomBase:SPAC2C4.05
PomBase:SPAC30C2.05
PomBase:SPCC1494.08c
PomBase:SPCC364.05
PomBase:SPAC17A2.06c
PomBase:SPAC13G6.03
PomBase:SPAC15A10.06
PomBase:SPBPJ4664.02
PomBase:SPCC1494.05c
PomBase:SPBC902.02c
PomBase:SPAC19D5.11c
PomBase:SPAC31A2.15c
PomBase:SPAC1093.04c
PomBase:SPAC10F6.03c
PomBase:SPCC1906.02c
PomBase:SPBC16E9.02c
PomBase:SPAC17H9.10c
PomBase:SPAC3H8.05c
PomBase:SPAC17G6.12
PomBase:SPBC1718.01
PomBase:SPAC24H6.03
PomBase:SPAC3A11.08
PomBase:SPAC1565.07c
PomBase:SPAC1F3.09
PomBase:SPAC1296.05c
PomBase:SPAC19E9.03
PomBase:SPBC20F10.10
PomBase:SPAC1D4.06c
