#Gene systematic ID	dummy1	dummy2	FYPO ID
SPBC713.09			FYPO:0000151
SPBC713.09			FYPO:0000478
SPCC1322.02			FYPO:0000085
SPBC4F6.16c			FYPO:0000636
SPBC4F6.16c			FYPO:0006518
SPBC4F6.16c			FYPO:0000245
SPBC4F6.16c			FYPO:0007553
SPBC4F6.16c			FYPO:0002060
SPBC4F6.16c			FYPO:0002177
SPBC146.07			FYPO:0000786
SPBC146.07			FYPO:0001387
SPBC146.07			FYPO:0001492
SPBC146.07			FYPO:0006822
SPCC5E4.04			FYPO:0003758
SPBP8B7.19			FYPO:0001355
SPBP8B7.19			FYPO:0001357
SPAC6B12.10c			FYPO:0000059
SPAC6B12.10c			FYPO:0000444
SPAC6B12.10c			FYPO:0000314
SPAC6B12.10c			FYPO:0002262
SPAC6B12.10c			FYPO:0001042
SPAC6B12.10c			FYPO:0001490
SPBC16E9.18			FYPO:0000245
SPBC16E9.18			FYPO:0001164
SPBC16E9.18			FYPO:0001315
SPBC16E9.18			FYPO:0002060
SPBC16E9.18			FYPO:0002177
SPBC1773.07c			FYPO:0000608
SPBC1773.07c			FYPO:0000769
SPBC1773.07c			FYPO:0003171
SPBC1773.07c			FYPO:0001919
SPBC1773.07c			FYPO:0000650
SPBC1773.07c			FYPO:0002061
SPCC594.07c			FYPO:0000151
SPAC56F8.10			FYPO:0000040
SPAC4C5.02c			FYPO:0005197
SPAC4C5.02c			FYPO:0001038
SPAC4C5.02c			FYPO:0001571
SPBC582.03			FYPO:0003593
SPBC800.12c			FYPO:0001309
SPBC800.12c			FYPO:0001023
SPBC800.12c			FYPO:0002060
SPBC800.12c			FYPO:0002177
SPBC365.15			FYPO:0001357
SPBC23G7.08c			FYPO:0002869
SPCC16A11.17			FYPO:0001270
SPCC16A11.17			FYPO:0000229
SPCC16A11.17			FYPO:0003165
SPCC16A11.17			FYPO:0002993
SPCC16A11.17			FYPO:0001740
SPCC16A11.17			FYPO:0001840
SPCC16A11.17			FYPO:0000455
SPCC16A11.17			FYPO:0001387
SPCC16A11.17			FYPO:0007381
SPAC4C5.02c			FYPO:0001645
SPBC18H10.15			FYPO:0000151
SPBC14C8.09c			FYPO:0000121
SPBC14C8.09c			FYPO:0000245
SPBC14C8.09c			FYPO:0002060
SPBC14C8.09c			FYPO:0002177
SPAC222.09			FYPO:0001645
SPAC222.09			FYPO:0001355
SPCC663.02			FYPO:0002060
SPCC663.02			FYPO:0002177
SPBC1921.02			FYPO:0000059
SPBC1921.02			FYPO:0001490
SPBC1921.02			FYPO:0002061
SPBC1921.02			FYPO:0001511
SPAC144.16			FYPO:0000311
SPAC144.16			FYPO:0002061
SPBC21.01			FYPO:0000059
SPBC21.01			FYPO:0002256
SPBC21.01			FYPO:0001490
SPBC21.01			FYPO:0002061
SPBC21.01			FYPO:0001511
SPBC2G5.03			FYPO:0005177
SPBC2G5.03			FYPO:0000082
SPBC20F10.07			FYPO:0007439
SPBC20F10.07			FYPO:0007440
SPBC20F10.07			FYPO:0003625
SPBC20F10.07			FYPO:0000135
SPBC20F10.07			FYPO:0000245
SPBC20F10.07			FYPO:0001357
SPBC20F10.07			FYPO:0002642
SPBC20F10.07			FYPO:0000097
SPBC20F10.07			FYPO:0000085
SPBC20F10.07			FYPO:0000088
SPBC20F10.07			FYPO:0001234
SPBC20F10.07			FYPO:0002060
SPBC20F10.07			FYPO:0002177
SPCC16A11.13			FYPO:0001122
SPCC16A11.13			FYPO:0002061
SPCC16A11.13			FYPO:0002451
SPAC57A10.14			FYPO:0000151
SPAC25G10.07c			FYPO:0006886
SPAC25G10.07c			FYPO:0000252
SPAC25G10.07c			FYPO:0001489
SPAC25G10.07c			FYPO:0002061
SPAC25G10.07c			FYPO:0006884
SPAC25G10.07c			FYPO:0002060
SPNCRNA.781			FYPO:0002693
SPNCRNA.781			FYPO:0009046
SPCC4G3.05c			FYPO:0003179
SPCC4G3.05c			FYPO:0005578
SPCC4G3.05c			FYPO:0004993
SPAC8E11.02c			FYPO:0002243
SPBC1778.01c			FYPO:0000684
SPBC1778.01c			FYPO:0007299
SPBC1778.01c			FYPO:0001355
SPBC1778.01c			FYPO:0004325
SPBC1778.01c			FYPO:0002060
SPBC1778.01c			FYPO:0001510
SPBC17A3.07			FYPO:0003238
SPBC17A3.07			FYPO:0001355
SPBC17A3.07			FYPO:0001110
SPBC17A3.07			FYPO:0002111
SPBC17A3.07			FYPO:0002061
SPBC17A3.07			FYPO:0001753
SPBC17A3.07			FYPO:0000087
SPAC22F8.10c			FYPO:0000311
SPAC22F8.10c			FYPO:0002151
SPAC22F8.10c			FYPO:0002061
SPAC3H5.06c			FYPO:0002779
SPCC553.09c			FYPO:0001357
SPAC1952.05			FYPO:0003625
SPAC1952.05			FYPO:0000082
SPAC1952.05			FYPO:0006357
SPAC1952.05			FYPO:0004604
SPAC1952.05			FYPO:0000967
SPAC1952.05			FYPO:0001458
SPAC1952.05			FYPO:0007217
SPAC1952.05			FYPO:0001442
SPAC1952.05			FYPO:0001324
SPAC1952.05			FYPO:0004161
SPAC1952.05			FYPO:0005685
SPAC1952.05			FYPO:0001116
SPAC1952.05			FYPO:0001117
SPAC1952.05			FYPO:0003120
SPAC1952.05			FYPO:0005318
SPAC1952.05			FYPO:0000761
SPAC1952.05			FYPO:0002990
SPAC1952.05			FYPO:0006155
SPAC1952.05			FYPO:0001043
SPAC1952.05			FYPO:0001974
SPAC1952.05			FYPO:0000451
SPAC1952.05			FYPO:0004032
SPAC1952.05			FYPO:0001890
SPAC1952.05			FYPO:0002020
SPAC1952.05			FYPO:0000825
SPAC1952.05			FYPO:0006518
SPAC1952.05			FYPO:0000245
SPAC1952.05			FYPO:0004295
SPAC1952.05			FYPO:0002567
SPAC1952.05			FYPO:0004742
SPAC1952.05			FYPO:0007553
SPAC1952.05			FYPO:0001037
SPAC1952.05			FYPO:0001164
SPAC1952.05			FYPO:0007219
SPAC1952.05			FYPO:0003575
SPAC1952.05			FYPO:0003362
SPAC1952.05			FYPO:0000833
SPAC1952.05			FYPO:0000776
SPAC1952.05			FYPO:0000703
SPAC1952.05			FYPO:0006324
SPAC1952.05			FYPO:0005253
SPAC1952.05			FYPO:0004325
SPAC1952.05			FYPO:0006931
SPAC1952.05			FYPO:0000096
SPAC1952.05			FYPO:0000085
SPAC1952.05			FYPO:0000099
SPAC1952.05			FYPO:0000102
SPAC1952.05			FYPO:0003559
SPAC1952.05			FYPO:0000087
SPAC1952.05			FYPO:0000088
SPAC1952.05			FYPO:0000089
SPAC1952.05			FYPO:0001214
SPAC1952.05			FYPO:0000111
SPAC1952.05			FYPO:0000271
SPAC1952.05			FYPO:0000091
SPAC1952.05			FYPO:0001457
SPAC1952.05			FYPO:0002060
SPAC1952.05			FYPO:0002177
SPAC24H6.09			FYPO:0000644
SPBP8B7.11			FYPO:0003151
SPBP8B7.11			FYPO:0002019
SPBP8B7.11			FYPO:0001908
SPBP8B7.11			FYPO:0002350
SPBP8B7.11			FYPO:0007358
SPBP8B7.11			FYPO:0000088
SPBP8B7.11			FYPO:0002060
SPBP8B7.11			FYPO:0002177
SPAC1486.03c			FYPO:0000059
SPAC1486.03c			FYPO:0000314
SPAC1486.03c			FYPO:0002061
SPBP4H10.18c			FYPO:0002060
SPBP4H10.18c			FYPO:0002177
SPATRNAPRO.02			FYPO:0002059
SPBC12D12.07c			FYPO:0003983
SPAC14C4.03			FYPO:0004585
SPAC14C4.03			FYPO:0005058
SPAC14C4.03			FYPO:0006159
SPAC14C4.03			FYPO:0004606
SPAC14C4.15c			FYPO:0002060
SPAC14C4.15c			FYPO:0002177
SPCC1259.15c			FYPO:0003165
SPCC1259.15c			FYPO:0001327
SPCC1259.15c			FYPO:0003875
SPCC1259.15c			FYPO:0004922
SPCC1259.15c			FYPO:0002303
SPAC29E6.02			FYPO:0001117
SPAC29E6.02			FYPO:0003041
SPAC22E12.16c			FYPO:0001234
SPAC22E12.16c			FYPO:0000646
SPBC2G2.15c			FYPO:0004325
SPBC2G2.15c			FYPO:0000088
SPBC2G2.15c			FYPO:0002060
SPBC2G2.15c			FYPO:0002177
SPAC3G9.17			FYPO:0001355
SPBC12D12.06			FYPO:0000121
SPAC513.01c			FYPO:0002060
SPAC513.01c			FYPO:0002177
SPBC13A2.04c			FYPO:0001576
SPBC13A2.04c			FYPO:0000077
SPBC13A2.04c			FYPO:0002060
SPBC13A2.04c			FYPO:0002177
SPBC1773.10c			FYPO:0002151
SPBC1773.10c			FYPO:0002061
SPCC548.05c			FYPO:0006518
SPCC548.05c			FYPO:0007553
SPCC548.05c			FYPO:0001034
SPCC548.05c			FYPO:0002060
SPCC548.05c			FYPO:0002177
SPBC28F2.12			FYPO:0001386
SPBC28F2.12			FYPO:0001974
SPAC19E9.02			FYPO:0000141
SPAC19E9.02			FYPO:0007574
SPAC19E9.02			FYPO:0003737
SPAC19E9.02			FYPO:0002969
SPAC19E9.02			FYPO:0006518
SPAC19E9.02			FYPO:0000245
SPAC19E9.02			FYPO:0000012
SPAC19E9.02			FYPO:0007553
SPAC19E9.02			FYPO:0003736
SPAC19E9.02			FYPO:0004082
SPAC19E9.02			FYPO:0006928
SPAC19E9.02			FYPO:0006930
SPAC19E9.02			FYPO:0003840
SPAC19E9.02			FYPO:0000088
SPAC19E9.02			FYPO:0000091
SPAC19E9.02			FYPO:0001492
SPAC19E9.02			FYPO:0003481
SPAC19E9.02			FYPO:0002060
SPAC19E9.02			FYPO:0001510
SPAC1F8.05			FYPO:0000051
SPAC3C7.14c			FYPO:0000708
SPAC3C7.14c			FYPO:0000825
SPAC3C7.14c			FYPO:0001886
SPAC683.03			FYPO:0000245
SPAC683.03			FYPO:0001034
SPAC683.03			FYPO:0002060
SPAC683.03			FYPO:0002177
SPAC1687.03c			FYPO:0002148
SPAC1687.03c			FYPO:0002061
SPAPB24D3.10c			FYPO:0001206
SPBC409.07c			FYPO:0003625
SPBC409.07c			FYPO:0000059
SPBC409.07c			FYPO:0000710
SPBC409.07c			FYPO:0004254
SPBC409.07c			FYPO:0001934
SPBC409.07c			FYPO:0004054
SPBC409.07c			FYPO:0003477
SPBC409.07c			FYPO:0005478
SPBC409.07c			FYPO:0002130
SPBC409.07c			FYPO:0006232
SPBC409.07c			FYPO:0004660
SPBC409.07c			FYPO:0002289
SPBC409.07c			FYPO:0004659
SPBC409.07c			FYPO:0002663
SPBC409.07c			FYPO:0007481
SPBC409.07c			FYPO:0003535
SPBC409.07c			FYPO:0000711
SPBC409.07c			FYPO:0000082
SPBC409.07c			FYPO:0000080
SPBC409.07c			FYPO:0001407
SPBC409.07c			FYPO:0002813
SPBC409.07c			FYPO:0000303
SPBC409.07c			FYPO:0006231
SPBC409.07c			FYPO:0006230
SPBC409.07c			FYPO:0003964
SPBC409.07c			FYPO:0000708
SPBC409.07c			FYPO:0003650
SPBC409.07c			FYPO:0001324
SPBC409.07c			FYPO:0004173
SPBC409.07c			FYPO:0001838
SPBC409.07c			FYPO:0002287
SPBC409.07c			FYPO:0003993
SPBC409.07c			FYPO:0002305
SPBC409.07c			FYPO:0002304
SPBC409.07c			FYPO:0003034
SPBC409.07c			FYPO:0001152
SPBC409.07c			FYPO:0001117
SPBC409.07c			FYPO:0001128
SPBC409.07c			FYPO:0001355
SPBC409.07c			FYPO:0009007
SPBC409.07c			FYPO:0009011
SPBC409.07c			FYPO:0003532
SPBC409.07c			FYPO:0004333
SPBC409.07c			FYPO:0003991
SPBC409.07c			FYPO:0006634
SPBC409.07c			FYPO:0009008
SPBC409.07c			FYPO:0004163
SPBC409.07c			FYPO:0001387
SPBC409.07c			FYPO:0000245
SPBC409.07c			FYPO:0005231
SPBC409.07c			FYPO:0004162
SPBC409.07c			FYPO:0001192
SPBC409.07c			FYPO:0002940
SPBC409.07c			FYPO:0000833
SPBC409.07c			FYPO:0004024
SPBC409.07c			FYPO:0001266
SPBC409.07c			FYPO:0003992
SPBC409.07c			FYPO:0004171
SPBC409.07c			FYPO:0001420
SPBC409.07c			FYPO:0000441
SPBC409.07c			FYPO:0009036
SPBC409.07c			FYPO:0000073
SPBC409.07c			FYPO:0009045
SPBC409.07c			FYPO:0001029
SPBC409.07c			FYPO:0002634
SPBC409.07c			FYPO:0009047
SPBC409.07c			FYPO:0009038
SPBC409.07c			FYPO:0001453
SPBC409.07c			FYPO:0009034
SPBC409.07c			FYPO:0009035
SPBC409.07c			FYPO:0001103
SPBC409.07c			FYPO:0004513
SPBC409.07c			FYPO:0000725
SPBC409.07c			FYPO:0009046
SPBC409.07c			FYPO:0009039
SPBC409.07c			FYPO:0009043
SPBC409.07c			FYPO:0000077
SPBC409.07c			FYPO:0005968
SPBC409.07c			FYPO:0009042
SPBC409.07c			FYPO:0003383
SPBC409.07c			FYPO:0005193
SPBC409.07c			FYPO:0000327
SPBC409.07c			FYPO:0001034
SPBC409.07c			FYPO:0000830
SPBC409.07c			FYPO:0003162
SPBC409.07c			FYPO:0001996
SPBC409.07c			FYPO:0001098
SPBC409.07c			FYPO:0002806
SPBC409.07c			FYPO:0005488
SPBC409.07c			FYPO:0000095
SPBC409.07c			FYPO:0001701
SPBC409.07c			FYPO:0001501
SPBC409.07c			FYPO:0000097
SPBC409.07c			FYPO:0001188
SPBC409.07c			FYPO:0003840
SPBC409.07c			FYPO:0000104
SPBC409.07c			FYPO:0000799
SPBC409.07c			FYPO:0000842
SPBC409.07c			FYPO:0007928
SPBC409.07c			FYPO:0000785
SPBC409.07c			FYPO:0001408
SPBC409.07c			FYPO:0000081
SPBC409.07c			FYPO:0000088
SPBC409.07c			FYPO:0007932
SPBC409.07c			FYPO:0000267
SPBC409.07c			FYPO:0000107
SPBC409.07c			FYPO:0000089
SPBC409.07c			FYPO:0002811
SPBC409.07c			FYPO:0001214
SPBC409.07c			FYPO:0007924
SPBC409.07c			FYPO:0000271
SPBC409.07c			FYPO:0007925
SPBC409.07c			FYPO:0000841
SPBC409.07c			FYPO:0000112
SPBC409.07c			FYPO:0000086
SPBC409.07c			FYPO:0000091
SPBC409.07c			FYPO:0000268
SPBC409.07c			FYPO:0000115
SPBC409.07c			FYPO:0006736
SPBC409.07c			FYPO:0000280
SPBC409.07c			FYPO:0001492
SPBC409.07c			FYPO:0003481
SPBC409.07c			FYPO:0002060
SPBC409.07c			FYPO:0002197
SPAC18B11.07c			FYPO:0000146
SPAC18B11.07c			FYPO:0000156
SPAC18B11.07c			FYPO:0000169
SPAC18B11.07c			FYPO:0007334
SPAC18B11.07c			FYPO:0003096
SPAC18B11.07c			FYPO:0003571
SPAC18B11.07c			FYPO:0003572
SPAC18B11.07c			FYPO:0000883
SPAC18B11.07c			FYPO:0006599
SPAC18B11.07c			FYPO:0005063
SPAC18B11.07c			FYPO:0005062
SPAC18B11.07c			FYPO:0007844
SPAC18B11.07c			FYPO:0001840
SPAC18B11.07c			FYPO:0004237
SPAC18B11.07c			FYPO:0007843
SPAC18B11.07c			FYPO:0000091
SPCC24B10.16c			FYPO:0001309
SPCC24B10.16c			FYPO:0006518
SPCC24B10.16c			FYPO:0007553
SPCC24B10.16c			FYPO:0002060
SPCC24B10.16c			FYPO:0002177
SPAC6B12.15			FYPO:0003930
SPAC6B12.15			FYPO:0001324
SPAC6B12.15			FYPO:0007525
SPAC6B12.15			FYPO:0002680
SPAC6B12.15			FYPO:0002444
SPAC4A8.05c			FYPO:0000703
SPAC644.04			FYPO:0003674
SPAC644.04			FYPO:0004299
SPBC725.13c			FYPO:0000625
SPBC725.13c			FYPO:0000012
SPBC725.13c			FYPO:0000783
SPAC27F1.02c			FYPO:0002061
SPAC27F1.02c			FYPO:0002060
SPBC530.12c			FYPO:0001355
SPCC4B3.16			FYPO:0000080
SPCC4B3.16			FYPO:0001407
SPCC4B3.16			FYPO:0001355
SPCC4B3.16			FYPO:0001164
SPCC4B3.16			FYPO:0001112
SPCC4B3.16			FYPO:0002578
SPCC4B3.16			FYPO:0000095
SPCC4B3.16			FYPO:0001188
SPCC4B3.16			FYPO:0000107
SPCC4B3.16			FYPO:0000091
SPCC4B3.16			FYPO:0001234
SPCC4B3.16			FYPO:0002060
SPCC4B3.16			FYPO:0002177
SPBC25H2.13c			FYPO:0003286
SPBC26H8.10			FYPO:0003217
SPBC26H8.10			FYPO:0003411
SPBC26H8.10			FYPO:0002827
SPBC26H8.10			FYPO:0003822
SPBC26H8.10			FYPO:0002837
SPBC11B10.09			FYPO:0002061
SPAC767.01c			FYPO:0000151
SPAC688.06c			FYPO:0000478
SPAC2G11.12			FYPO:0004029
SPAC2G11.12			FYPO:0004031
SPAC2G11.12			FYPO:0005704
SPAC2G11.12			FYPO:0007142
SPAC2G11.12			FYPO:0005705
SPAC2G11.12			FYPO:0002169
SPAC2G11.12			FYPO:0004404
SPAC2G11.12			FYPO:0004410
SPAC2G11.12			FYPO:0004408
SPAC2G11.12			FYPO:0000833
SPAC2G11.12			FYPO:0000102
SPAC2G11.12			FYPO:0000088
SPAC2G11.12			FYPO:0000267
SPAC2G11.12			FYPO:0004405
SPAC2G11.12			FYPO:0002345
SPAC2G11.12			FYPO:0001492
SPAC1834.03c			FYPO:0007324
SPAC1834.03c			FYPO:0000085
SPBC776.13			FYPO:0000214
SPBC776.13			FYPO:0002061
SPBC776.13			FYPO:0000327
SPBC725.16			FYPO:0002060
SPBC725.16			FYPO:0002177
SPNCRNA.389			FYPO:0005258
SPNCRNA.389			FYPO:0009051
SPNCRNA.389			FYPO:0009028
SPNCRNA.389			FYPO:0002578
SPBC342.05			FYPO:0002900
SPBC342.05			FYPO:0000229
SPBC342.05			FYPO:0005198
SPBC342.05			FYPO:0004228
SPAC1B1.01			FYPO:0000316
SPAC1B1.01			FYPO:0001042
SPAC1B1.01			FYPO:0000310
SPAC1B1.01			FYPO:0001490
SPAC1B1.01			FYPO:0002151
SPAC1B1.01			FYPO:0002061
SPAC1B1.01			FYPO:0003612
SPBC29A10.16c			FYPO:0003625
SPBC29A10.16c			FYPO:0001489
SPBC29A10.16c			FYPO:0004325
SPBC29A10.16c			FYPO:0002641
SPBC29A10.16c			FYPO:0002617
SPBC29A10.16c			FYPO:0000086
SPBC29A10.16c			FYPO:0005252
SPBC29A10.16c			FYPO:0002546
SPBC29A10.16c			FYPO:0000115
SPBC29A10.16c			FYPO:0002060
SPBC29A10.16c			FYPO:0002177
SPBC16C6.04			FYPO:0000251
SPBC16C6.04			FYPO:0000684
SPBC16C6.04			FYPO:0000245
SPBC16C6.04			FYPO:0000084
SPBC16C6.04			FYPO:0000088
SPBC16C6.04			FYPO:0000647
SPBC16C6.04			FYPO:0002060
SPBC16C6.04			FYPO:0002177
SPBC660.15			FYPO:0003412
SPAC23A1.03			FYPO:0001808
SPAC23A1.03			FYPO:0001812
SPAC23A1.03			FYPO:0001806
SPBC29B5.02c			FYPO:0001577
SPBC29B5.02c			FYPO:0002060
SPBC29B5.02c			FYPO:0002177
SPBC409.07c			FYPO:0002446
SPBC409.07c			FYPO:0000674
SPBC146.04			FYPO:0000708
SPBC146.04			FYPO:0001309
SPBC146.04			FYPO:0004295
SPBC146.04			FYPO:0002060
SPBC146.04			FYPO:0002177
SPBC4.01			FYPO:0006586
SPBC4.01			FYPO:0000708
SPBC4.01			FYPO:0006541
SPBC4.01			FYPO:0006587
SPBC12D12.04c			FYPO:0001081
SPBC12D12.04c			FYPO:0002163
SPBC12D12.04c			FYPO:0002630
SPBC12D12.04c			FYPO:0002157
SPBC12D12.04c			FYPO:0002161
SPBC12D12.04c			FYPO:0002160
SPBC12D12.04c			FYPO:0000109
SPAC1834.04			FYPO:0003098
SPAC1834.04			FYPO:0003412
SPSNORNA.45			FYPO:0001357
SPSNORNA.45			FYPO:0003699
SPBC1198.11c			FYPO:0005981
SPBC1198.11c			FYPO:0001645
SPAC1B3.08			FYPO:0000245
SPAC1B3.08			FYPO:0006930
SPAC1B3.08			FYPO:0000088
SPAC1B3.08			FYPO:0002060
SPAC1B3.08			FYPO:0002177
SPAC227.18			FYPO:0000708
SPAC227.18			FYPO:0001178
SPAC227.18			FYPO:0006015
SPAC227.18			FYPO:0002060
SPAC227.18			FYPO:0002177
SPBC1685.13			FYPO:0000031
SPBC1685.13			FYPO:0006330
SPBC1685.13			FYPO:0000929
SPBC1685.13			FYPO:0007273
SPBC1685.13			FYPO:0000245
SPBC1685.13			FYPO:0002060
SPBC1685.13			FYPO:0002177
SPAC22F3.03c			FYPO:0000151
SPAC3H8.08c			FYPO:0003412
SPBC19C2.01			FYPO:0000839
SPAC1071.10c			FYPO:0000311
SPAC1071.10c			FYPO:0002151
SPAC1071.10c			FYPO:0002061
SPAP27G11.06c			FYPO:0007588
SPAP27G11.06c			FYPO:0002128
SPAP27G11.06c			FYPO:0000082
SPAP27G11.06c			FYPO:0007059
SPAP27G11.06c			FYPO:0000035
SPAP27G11.06c			FYPO:0000703
SPAP27G11.06c			FYPO:0007589
SPAP27G11.06c			FYPO:0004325
SPAP27G11.06c			FYPO:0000115
SPAP27G11.06c			FYPO:0002060
SPAP27G11.06c			FYPO:0001510
SPCC645.05c			FYPO:0002699
SPBP19A11.03c			FYPO:0003123
SPBP19A11.03c			FYPO:0001327
SPBP19A11.03c			FYPO:0002061
SPBP19A11.03c			FYPO:0000228
SPBP19A11.03c			FYPO:0001387
SPBP19A11.03c			FYPO:0000784
SPBP19A11.03c			FYPO:0000067
SPBP19A11.03c			FYPO:0000073
SPBP19A11.03c			FYPO:0004025
SPBP19A11.03c			FYPO:0000767
SPBP19A11.03c			FYPO:0003840
SPBP19A11.03c			FYPO:0002060
SPAC23E2.01			FYPO:0004142
SPAC23E2.01			FYPO:0000825
SPAC926.03			FYPO:0000164
SPAC926.03			FYPO:0001406
SPAC926.03			FYPO:0002061
SPAC926.03			FYPO:0001390
SPAC926.03			FYPO:0002060
SPAC1783.07c			FYPO:0000476
SPAC1783.07c			FYPO:0000255
SPAC1783.07c			FYPO:0000067
SPAC1783.07c			FYPO:0000073
SPAC1783.07c			FYPO:0002312
SPAC1783.07c			FYPO:0000268
SPBC21D10.09c			FYPO:0003412
SPBC19C7.03			FYPO:0000240
SPBC19C7.03			FYPO:0001869
SPBC19C7.03			FYPO:0007703
SPBC19C7.03			FYPO:0001424
SPBC19C7.03			FYPO:0003159
SPBC19C7.03			FYPO:0000445
SPBC19C7.03			FYPO:0005742
SPBC19C7.03			FYPO:0005288
SPBC19C7.03			FYPO:0001382
SPBC19C7.03			FYPO:0001514
SPBC19C7.03			FYPO:0001838
SPBC19C7.03			FYPO:0000552
SPBC19C7.03			FYPO:0002304
SPBC19C7.03			FYPO:0001117
SPBC19C7.03			FYPO:0000581
SPBC19C7.03			FYPO:0001355
SPBC19C7.03			FYPO:0006234
SPBC19C7.03			FYPO:0006979
SPBC19C7.03			FYPO:0000761
SPBC19C7.03			FYPO:0005279
SPBC19C7.03			FYPO:0001043
SPBC19C7.03			FYPO:0007197
SPBC19C7.03			FYPO:0001219
SPBC19C7.03			FYPO:0001327
SPBC19C7.03			FYPO:0003914
SPBC19C7.03			FYPO:0006552
SPBC19C7.03			FYPO:0001130
SPBC19C7.03			FYPO:0001038
SPBC19C7.03			FYPO:0000572
SPBC19C7.03			FYPO:0002020
SPBC19C7.03			FYPO:0000825
SPBC19C7.03			FYPO:0000588
SPBC19C7.03			FYPO:0000780
SPBC19C7.03			FYPO:0000245
SPBC19C7.03			FYPO:0006717
SPBC19C7.03			FYPO:0000961
SPBC19C7.03			FYPO:0001147
SPBC19C7.03			FYPO:0000776
SPBC19C7.03			FYPO:0000840
SPBC19C7.03			FYPO:0001317
SPBC19C7.03			FYPO:0000579
SPBC19C7.03			FYPO:0000095
SPBC19C7.03			FYPO:0000098
SPBC19C7.03			FYPO:0003840
SPBC19C7.03			FYPO:0000104
SPBC19C7.03			FYPO:0000107
SPBC19C7.03			FYPO:0001214
SPBC19C7.03			FYPO:0000271
SPBC19C7.03			FYPO:0000091
SPBC19C7.03			FYPO:0001234
SPBC19C7.03			FYPO:0000648
SPBC19C7.03			FYPO:0002060
SPBC19C7.03			FYPO:0001510
SPCC1795.06			FYPO:0004075
SPCC1795.06			FYPO:0000333
SPCC1795.06			FYPO:0001046
SPAC7D4.09c			FYPO:0006927
SPAC7D4.09c			FYPO:0002148
SPAC7D4.09c			FYPO:0002061
SPCC306.09c			FYPO:0000705
SPBC3B9.17			FYPO:0000311
SPBC3B9.17			FYPO:0002151
SPBC3B9.17			FYPO:0002061
SPCC576.15c			FYPO:0004780
SPCC576.15c			FYPO:0001309
SPAC13C5.07			FYPO:0001118
SPAC13C5.07			FYPO:0001382
SPAC13C5.07			FYPO:0001645
SPAC13C5.07			FYPO:0005373
SPAC13C5.07			FYPO:0000088
SPAC13C5.07			FYPO:0000267
SPAC13C5.07			FYPO:0000089
SPAC13C5.07			FYPO:0001234
SPAC23E2.01			FYPO:0005487
SPBC685.04c			FYPO:0000708
SPBC685.04c			FYPO:0001309
SPBC685.04c			FYPO:0004344
SPBC685.04c			FYPO:0009031
SPBC685.04c			FYPO:0002693
SPBC685.04c			FYPO:0001453
SPBC685.04c			FYPO:0000725
SPBC685.04c			FYPO:0005266
SPBC685.04c			FYPO:0000115
SPBC685.04c			FYPO:0002060
SPBC685.04c			FYPO:0002177
SPCC645.07			FYPO:0001883
SPAC1B1.02c			FYPO:0000151
SPBC1711.10c			FYPO:0000059
SPBC1711.10c			FYPO:0003529
SPBC1711.10c			FYPO:0002061
SPBC29A3.11c			FYPO:0002060
SPBC29A3.11c			FYPO:0002177
SPAC22E12.09c			FYPO:0000668
SPAC22E12.09c			FYPO:0001422
SPAC6F6.16c			FYPO:0002239
SPBC28F2.12			FYPO:0001357
SPAC24H6.06			FYPO:0000705
SPAC24H6.06			FYPO:0000703
SPBC11B10.03			FYPO:0001042
SPBC11B10.03			FYPO:0000313
SPBC11B10.03			FYPO:0002061
SPAC16E8.06c			FYPO:0000636
SPAC16E8.06c			FYPO:0002060
SPAC16E8.06c			FYPO:0001510
SPBC16E9.09c			FYPO:0000151
SPAC630.07c			FYPO:0001309
SPAC630.07c			FYPO:0002060
SPAC630.07c			FYPO:0002177
SPAC24H6.02c			FYPO:0002060
SPAC24H6.02c			FYPO:0002177
SPAC1F5.04c			FYPO:0000161
SPAC1F5.04c			FYPO:0002061
SPAC1F5.04c			FYPO:0002060
SPBC20F10.07			FYPO:0007442
SPBC20F10.07			FYPO:0007441
SPAC6F6.16c			FYPO:0002702
SPAC6F6.16c			FYPO:0001707
SPAC6F6.16c			FYPO:0003107
SPAC6F6.16c			FYPO:0003095
SPAC25B8.03			FYPO:0001407
SPAC25B8.03			FYPO:0001164
SPAC25B8.03			FYPO:0001315
SPAC25B8.03			FYPO:0004325
SPAC25B8.03			FYPO:0002060
SPAC25B8.03			FYPO:0001510
SPCC550.13			FYPO:0004917
SPBC19C7.03			FYPO:0000044
SPBC19C7.03			FYPO:0001407
SPBC19C7.03			FYPO:0001866
SPBC19C7.03			FYPO:0001666
SPBC19C7.03			FYPO:0001865
SPBC6B1.09c			FYPO:0000705
SPBC6B1.09c			FYPO:0004229
SPBC6B1.09c			FYPO:0000957
SPAC23H4.10c			FYPO:0001907
SPAC15E1.07c			FYPO:0003066
SPAC15E1.07c			FYPO:0006424
SPAC15E1.07c			FYPO:0004763
SPAC15E1.07c			FYPO:0002485
SPAC15E1.07c			FYPO:0006423
SPAC15E1.07c			FYPO:0004212
SPAC15E1.07c			FYPO:0003537
SPAC15E1.07c			FYPO:0005634
SPAC15E1.07c			FYPO:0005633
SPAC15E1.07c			FYPO:0002060
SPAC15E1.07c			FYPO:0002177
SPAC343.17c			FYPO:0000229
SPAC343.17c			FYPO:0003912
SPAC343.17c			FYPO:0001355
SPAC343.17c			FYPO:0003490
SPAC343.17c			FYPO:0005603
