SPAPB1A10.09	None
SPAC3G9.12	None
SPAC3C7.12	None
SPAC3G9.01	None
SPAC16A10.05c	None
SPAC14C4.16	None
SPCC417.02	None
SPBC1604.20c	None
SPAC664.10	None
SPAC3A11.14c	None
SPAC25G10.07c	None
SPBC15D4.01c	None
SPBC2F12.13	None
SPBC1685.15c	None
SPAC1834.07	None
SPAC144.14	None
SPAC1687.10	None
SPAC18G6.15	None
SPBC25B2.07c	None
SPBC11C11.03	None
SPAC27F1.04c	None
SPBC336.08	None
SPCC188.04c	None
SPCC1020.02	None
SPCC1682.04	None
SPAC4H3.11c	None
SPAC890.02c	None
SPCC895.07	None
SPCC736.14	None
SPAC13D6.05	None
